family,concept,index,clause,marked_decisive,drafter_note,R1_true,R1_names,R1_decisive,R1_comment,R2_true,R2_names,R2_decisive,R2_comment,resolution
vehicles,vehicles/van,10,is taller than a car but runs on similar wheels,,,,,,,,,,,
vehicles,vehicles/van,11,shuttles airport travellers to nearby hotels,,,,,,,,,,,
vehicles,vehicles/wagon,0,has four wheels on two axles beneath a long load bed,,,,,,,,,,,
vehicles,vehicles/wagon,1,"is pulled by a team of horses, mules or oxen",,,,,,,,,,,
vehicles,vehicles/wagon,2,carried families and their belongings on long overland journeys,,,,,,,,,,,
vehicles,vehicles/wagon,3,may have a canvas cover stretched over curved hoops,yes,,,,,,,,,,
vehicles,vehicles/wagon,4,has a front axle that pivots so it can turn,,,,,,,,,,,
vehicles,vehicles/wagon,5,is often driven from a raised bench seat at the front,,,,,,,,,,,
vehicles,vehicles/wagon,6,is loaded over its sides or through a hinged tailboard,,,,,,,,,,,
vehicles,vehicles/wagon,7,rolls on large spoked wheels with iron tyres,,,,,,,,,,,
vehicles,vehicles/wagon,8,hauls sacks of grain and bales of hay from the fields,,,,,,,,,,,
vehicles,vehicles/wagon,9,is also a child's toy pulled along by a long handle,yes,,,,,,,,,,
vehicles,vehicles/wagon,10,often has a brake lever that presses a block against a wheel,,,,,,,,,,,
vehicles,vehicles/wagon,11,was a main means of moving freight overland before railways,,,,,,,,,,,
instruments,instruments/accordion,0,is worn on the chest with straps over both shoulders,,,,,,,,,,,
instruments,instruments/accordion,1,has rows of buttons for bass notes and chords under the left hand,yes,,,,,,,,,,
instruments,instruments/accordion,2,makes sound with free metal reeds set vibrating by moving air,,,,,,,,,,,
instruments,instruments/accordion,3,is pulled open and pushed closed to drive air through it,yes,,,,,,,,,,
instruments,instruments/accordion,4,often has black and white keys for playing melodies,,,,,,,,,,,
instruments,instruments/accordion,5,lets one hand play the tune while the other supplies accompaniment,,,,,,,,,,,
instruments,instruments/accordion,6,often has register switches that change its tone color,,,,,,,,,,,
instruments,instruments/accordion,7,can sustain chords without using the player's breath at all,,,,,,,,,,,
instruments,instruments/accordion,8,can sound different notes as air flows in and as it flows out,,,,,,,,,,,
instruments,instruments/accordion,9,is a lively voice in folk dance bands across Europe and the Americas,,,,,,,,,,,
instruments,instruments/accordion,10,often has paired reeds tuned slightly apart for a shimmering tone,,,,,,,,,,,
instruments,instruments/accordion,11,can weigh around ten kilograms in its larger full-size models,,"""can weigh around ten kilograms in its larger full-size models"": typical full-size 120-bass models weigh about 9 to 13 kg; smaller models are much lighter",,,,,,,,,
instruments,instruments/bell,0,is traditionally cast from molten metal poured into a mold,,,,,,,,,,,
instruments,instruments/bell,1,is often shaped like an upside-down cup with a flared rim,yes,,,,,,,,,,
instruments,instruments/bell,2,is struck by a swinging clapper inside or by a mallet outside,yes,,,,,,,,,,
instruments,instruments/bell,3,is tuned by removing metal until it rings at the right pitch,,,,,,,,,,,
instruments,instruments/bell,4,"gets its pitch mainly from its size, larger ones sounding lower",,,,,,,,,,,
instruments,instruments/bell,5,sounds a tone rich in overtones that do not line up neatly,,,,,,,,,,,
instruments,instruments/bell,6,"is sometimes played in tuned sets, each player sounding a few notes",,,,,,,,,,,
instruments,instruments/bell,7,keeps ringing long after a single strike as its vibration fades,,,,,,,,,,,
instruments,instruments/bell,8,is struck with mallets in the orchestral percussion section,,,,,,,,,,,
instruments,instruments/bell,9,carries its sound over long distances to signal an event,,,,,,,,,,,
instruments,instruments/bell,10,marks moments in religious services in many parts of the world,,,,,,,,,,,
instruments,instruments/bell,11,ranges from palm-sized to taller than a person,,,,,,,,,,,
instruments,instruments/drum,0,has a membrane stretched tightly over a hollow shell,,,,,,,,,,,
instruments,instruments/drum,1,"is struck with sticks, mallets, brushes or bare hands",,,,,,,,,,,
instruments,instruments/drum,2,is tuned by adjusting the tension of its head,,,,,,,,,,,
instruments,instruments/drum,3,is a mainstay of the rhythm section in rock and jazz,,,,,,,,,,,
instruments,instruments/drum,4,is often played with a foot pedal as part of a kit,yes,,,,,,,,,,
instruments,instruments/drum,5,is one of humanity's most ancient means of keeping rhythm,,,,,,,,,,,
instruments,instruments/drum,6,has heads once made of calfskin and now mostly of polyester film,,,,,,,,,,,
instruments,instruments/drum,7,is carried on a harness by players in marching bands,,,,,,,,,,,
instruments,instruments/drum,8,"can have one head or two, one at each end of its shell",,,,,,,,,,,
instruments,instruments/drum,9,has been used to send signals across long distances,,,,,,,,,,,
instruments,instruments/drum,10,"sounds a short, punchy note that dies away quickly",,,,,,,,,,,
instruments,instruments/drum,11,has coiled wires stretched across its lower head in one common type,yes,,,,,,,,,,
instruments,instruments/flute,0,is held sideways and played by blowing across a hole,yes,,,,,,,,,,
instruments,instruments/flute,1,"is usually metal in its concert form, often plated with silver",,,,,,,,,,,
instruments,instruments/flute,2,has a mechanism of padded keys and rods covering its tone holes,,,,,,,,,,,
instruments,instruments/flute,3,"plays in a high register, above most other winds of the orchestra",,,,,,,,,,,
instruments,instruments/flute,4,makes sound without a reed as breath splits on a sharp edge,,,,,,,,,,,
instruments,instruments/flute,5,is made of bamboo in many traditions across Asia,,,,,,,,,,,
instruments,instruments/flute,6,comes apart into sections for cleaning and carrying,,,,,,,,,,,
instruments,instruments/flute,7,"plays melodies in orchestras, concert bands and jazz groups",,,,,,,,,,,
instruments,instruments/flute,8,can play fast runs and trills with great agility,,,,,,,,,,,
instruments,instruments/flute,9,is found in some form in almost every musical culture,,,,,,,,,,,
instruments,instruments/flute,10,uses a lot of breath because part of the airstream escapes,,,,,,,,,,,
instruments,instruments/flute,11,"has a clear, airy tone with few strong overtones",,"""has a clear, airy tone with few strong overtones"": a comparative claim (weaker upper harmonics than reed winds), not an absolute one",,,,,,,,,
instruments,instruments/guitar,0,"has six strings in its standard form, tuned mostly in fourths",yes,,,,,,,,,,
instruments,instruments/guitar,1,has metal frets set across its fingerboard,,,,,,,,,,,
instruments,instruments/guitar,2,is strummed or plucked with a pick or the bare hand,,,,,,,,,,,
instruments,instruments/guitar,3,usually has an hourglass-shaped body with a narrow waist,,,,,,,,,,,
instruments,instruments/guitar,4,often has a round sound hole beneath its strings,,,,,,,,,,,
instruments,instruments/guitar,5,often accompanies singers with strummed chords,,,,,,,,,,,
instruments,instruments/guitar,6,uses magnetic pickups and an amplifier in its electric form,,,,,,,,,,,
instruments,instruments/guitar,7,"is central to blues, rock and folk music",,,,,,,,,,,
instruments,instruments/guitar,8,is often learned from chord charts rather than full notation,,,,,,,,,,,
instruments,instruments/guitar,9,has geared tuning machines mounted on a headstock,,,,,,,,,,,
instruments,instruments/guitar,10,sustains each plucked note only briefly unless amplified,,,,,,,,,,,
instruments,instruments/guitar,11,can be strung with either soft polymer or metal strings,,,,,,,,,,,
instruments,instruments/keyboard,0,has built-in speakers and runs on batteries or a mains adapter,,,,,,,,,,,
instruments,instruments/keyboard,1,"offers hundreds of preset sounds, from strings to church organ",,,,,,,,,,,
instruments,instruments/keyboard,2,has automatic accompaniment that plays backing rhythms and chords,yes,,,,,,,,,,
instruments,instruments/keyboard,3,has a shortened span of keys in a light portable body,,,,,,,,,,,
instruments,instruments/keyboard,4,is a popular first purchase for beginners learning at home,,,,,,,,,,,
instruments,instruments/keyboard,5,connects to a computer through a USB or MIDI port,,,,,,,,,,,
instruments,instruments/keyboard,6,has a small display screen and buttons for picking sounds,,,,,,,,,,,
instruments,instruments/keyboard,7,can record a performance and play it back from memory,,,,,,,,,,,
instruments,instruments/keyboard,8,includes built-in lessons and demo songs for learners,,,,,,,,,,,
instruments,instruments/keyboard,9,"is played by church bands, buskers and wedding entertainers",,,,,,,,,,,
instruments,instruments/keyboard,10,sits on a lightweight folding X-shaped stand,,,,,,,,,,,
instruments,instruments/keyboard,11,uses sampled recordings of acoustic sounds for most of its tones,,,,,,,,,,,
instruments,instruments/piano,0,has eighty-eight black and white keys in its standard form,yes,,,,,,,,,,
instruments,instruments/piano,1,has felt-tipped strikers that hit strings when keys are pressed,yes,,,,,,,,,,
instruments,instruments/piano,2,has pedals that change how long its notes keep ringing,,,,,,,,,,,
instruments,instruments/piano,3,is played seated on a bench using both hands and often a foot,,,,,,,,,,,
instruments,instruments/piano,4,holds its strings under very high tension on a sturdy frame,,,,,,,,,,,
instruments,instruments/piano,5,is a standard accompanist for singers and soloists in recitals,,,,,,,,,,,
instruments,instruments/piano,6,plays loud or soft depending on how hard the keys are struck,,,,,,,,,,,
instruments,instruments/piano,7,needs tuning by a trained technician about once a year,,"""needs tuning by a trained technician about once a year"": common advice; recommendations range from once to several times a year",,,,,,,,,
instruments,instruments/piano,8,has a large spruce soundboard that amplifies the vibrating strings,,,,,,,,,,,
instruments,instruments/piano,9,"has many strings, sometimes more than one for a single note",,,,,,,,,,,
instruments,instruments/piano,10,can weigh several hundred kilograms in its largest forms,,,,,,,,,,,
instruments,instruments/piano,11,spans one of the widest pitch ranges of any acoustic sound source,,,,,,,,,,,
instruments,instruments/recorder,0,is often taught in school music classes to young beginners,,,,,,,,,,,
instruments,instruments/recorder,1,is blown through a beak-shaped mouthpiece at its top end,yes,,,,,,,,,,
instruments,instruments/recorder,2,has seven front holes and one more at the back,yes,,,,,,,,,,
instruments,instruments/recorder,3,"comes in sizes including soprano, alto, tenor and bass",,,,,,,,,,,
instruments,instruments/recorder,4,"was popular in Europe centuries ago, then largely fell out of use",,,,,,,,,,,
instruments,instruments/recorder,5,is held pointing down and blown from the end,,,,,,,,,,,
instruments,instruments/recorder,6,is sold in cheap molded resin versions and fine boxwood ones,,,,,,,,,,,
instruments,instruments/recorder,7,usually has only open holes and no keys in its smaller sizes,,,,,,,,,,,
instruments,instruments/recorder,8,has a built-in duct that directs breath onto a sharp edge,,,,,,,,,,,
instruments,instruments/recorder,9,reaches higher notes by changing breath and half-covering a hole,,,,,,,,,,,
instruments,instruments/recorder,10,"has a soft, sweet tone with little room for loud dynamics",,,,,,,,,,,
instruments,instruments/recorder,11,often comes apart into two or three joints,,,,,,,,,,,
instruments,instruments/sax,0,has a single reed held on its mouthpiece by a ligature,,,,,,,,,,,
instruments,instruments/sax,1,is built of brass yet grouped with the woodwinds,yes,,,,,,,,,,
instruments,instruments/sax,2,has a conical body that often curves upward into a flared end,yes,,,,,,,,,,
instruments,instruments/sax,3,"comes in soprano, alto, tenor and baritone sizes",,,,,,,,,,,
instruments,instruments/sax,4,"is central to jazz, from small groups to big band sections",,,,,,,,,,,
instruments,instruments/sax,5,"plays both smooth ballads and raspy, growling solos",,,,,,,,,,,
instruments,instruments/sax,6,has padded keys that close tone holes along its body,,,,,,,,,,,
instruments,instruments/sax,7,is supported by a strap or harness while being played,,,,,,,,,,,
instruments,instruments/sax,8,often has a detachable curved crook between mouthpiece and body,,,,,,,,,,,
instruments,instruments/sax,9,"is common in rock and roll, soul and pop horn sections",,,,,,,,,,,
instruments,instruments/sax,10,is pitched in B-flat or E-flat depending on its size,,,,,,,,,,,
instruments,instruments/sax,11,is often played standing at the front of a band for solos,,,,,,,,,,,
instruments,instruments/synth,0,generates tones electronically rather than from strings or air,,,,,,,,,,,
instruments,instruments/synth,1,sweeps its tone from bright to dull with a resonant filter,yes,,,,,,,,,,
instruments,instruments/synth,2,is sometimes housed in a desktop box without any keys,,,,,,,,,,,
instruments,instruments/synth,3,can produce deep basslines and sustained washes of sound,,,,,,,,,,,
instruments,instruments/synth,4,has many knobs and sliders for shaping its sound,,,,,,,,,,,
instruments,instruments/synth,5,"can be analog, digital or software running on a computer",,,,,,,,,,,
instruments,instruments/synth,6,can be driven by a sequencer instead of played by hand,,,,,,,,,,,
instruments,instruments/synth,7,can imitate familiar sounds or create entirely new ones,,,,,,,,,,,
instruments,instruments/synth,8,is central to electronic dance music and many film scores,,,,,,,,,,,
instruments,instruments/synth,9,needs electricity and an amplifier or speakers to be heard,,,,,,,,,,,
instruments,instruments/synth,10,can add vibrato or a wobbling effect electronically,,,,,,,,,,,
instruments,instruments/synth,11,can be set to sound buzzy and harsh or smooth and glassy,,,,,,,,,,,
instruments,instruments/tabla,0,"is played as a pair of different sizes, one for each hand",,,,,,,,,,,
instruments,instruments/tabla,1,accompanies classical singers and plucked-string soloists in South Asia,,,,,,,,,,,
instruments,instruments/tabla,2,has a black spot of paste with iron filings on its heads,yes,,,,,,,,,,
instruments,instruments/tabla,3,is tuned by tightening the laced straps that hold its heads,,,,,,,,,,,
instruments,instruments/tabla,4,has a timber treble shell and a bigger bass shell often of metal,yes,,,,,,,,,,
instruments,instruments/tabla,5,is played with bare hands using precise strokes rather than sticks,,,,,,,,,,,
instruments,instruments/tabla,6,is taught by reciting spoken syllables that stand for its strokes,,,,,,,,,,,
instruments,instruments/tabla,7,can glide its low pitch as the player presses the skin with a palm,,,,,,,,,,,
instruments,instruments/tabla,8,is played by a musician seated cross-legged on the floor,,,,,,,,,,,
instruments,instruments/tabla,9,plays long repeating rhythmic cycles with intricate variations,,,,,,,,,,,
instruments,instruments/tabla,10,has natural goatskin heads on hollow shells,,,,,,,,,,,
instruments,instruments/tabla,11,is heard in Indian film songs and devotional music,,,,,,,,,,,
instruments,instruments/triangle,0,is a metal rod bent into a shape with one open corner,yes,,,,,,,,,,
instruments,instruments/triangle,1,is suspended by a cord so it can ring freely,,,,,,,,,,,
instruments,instruments/triangle,2,is struck with a slim metal beater,,,,,,,,,,,
instruments,instruments/triangle,3,"gives a bright, high ringing tone with no definite pitch",,,,,,,,,,,
instruments,instruments/triangle,4,is silenced by gripping it with the hand,,,,,,,,,,,
instruments,instruments/triangle,5,plays fast rolls by rattling the beater inside a corner,yes,,,,,,,,,,
instruments,instruments/triangle,6,can hang from a clip on a stand so both hands are free,,,,,,,,,,,
instruments,instruments/triangle,7,"comes in several small sizes, larger ones sounding darker",,,,,,,,,,,
instruments,instruments/triangle,8,keeps a steady shimmering pulse in some folk dance bands,,,,,,,,,,,
instruments,instruments/triangle,9,is often handed to young children in classroom percussion,,,,,,,,,,,
instruments,instruments/triangle,10,can be heard above a full orchestra despite its small size,,,,,,,,,,,
instruments,instruments/triangle,11,is often sounded only a few times in an orchestral piece,,,,,,,,,,,
instruments,instruments/trumpet,0,has three piston valves pressed by the right hand,yes,,,,,,,,,,
instruments,instruments/trumpet,1,is played by buzzing the mouth into a cup-shaped mouthpiece,,,,,,,,,,,
instruments,instruments/trumpet,2,ends in a wide flared opening that projects its sound forward,,,,,,,,,,,
instruments,instruments/trumpet,3,is pitched in B-flat in most bands and jazz groups,,,,,,,,,,,
instruments,instruments/trumpet,4,plays high melodic parts in brass sections,,,,,,,,,,,
instruments,instruments/trumpet,5,has its tubing folded into a compact loop,,,,,,,,,,,
instruments,instruments/trumpet,6,"plays fanfares, ceremonial flourishes and military calls",,,,,,,,,,,
instruments,instruments/trumpet,7,can be muted with a cone pushed into its opening,,,,,,,,,,,
instruments,instruments/trumpet,8,is prominent in Latin dance bands and big band jazz,,,,,,,,,,,
instruments,instruments/trumpet,9,also selects notes by altering breath pressure and mouth tension,,,,,,,,,,,
instruments,instruments/trumpet,10,once existed only in valveless forms that played limited notes,,,,,,,,,,,
instruments,instruments/trumpet,11,has a water key to drain condensed moisture from its tubing,,,,,,,,,,,
instruments,instruments/viola,0,"has four strings tuned C, G, D and A",yes,,,,,,,,,,
instruments,instruments/viola,1,reads most of its music in the alto clef,yes,,,,,,,,,,
instruments,instruments/viola,2,sounds lower than the smallest bowed string but higher than the largest,,,,,,,,,,,
instruments,instruments/viola,3,is held under the jaw on the left shoulder while bowed,,,,,,,,,,,
instruments,instruments/viola,4,fills inner harmony parts in the string section,,,,,,,,,,,
instruments,instruments/viola,5,"has a mellow, somewhat husky tone color",,,,,,,,,,,
instruments,instruments/viola,6,takes part in string quartets as well as orchestras,,,,,,,,,,,
instruments,instruments/viola,7,comes in a range of sizes to suit each player's reach,,,,,,,,,,,
instruments,instruments/viola,8,needs firm bow pressure to sound its thick lower strings,,,,,,,,,,,
instruments,instruments/viola,9,has a carved scroll at the top of its pegbox,,,,,,,,,,,
instruments,instruments/viola,10,can be bowed or plucked on its fretless strings,,,,,,,,,,,
instruments,instruments/viola,11,is made of carved spruce and maple with an ebony fingerboard,,,,,,,,,,,
instruments,instruments/violin,0,has four strings tuned in fifths from the G below middle C,yes,,,,,,,,,,
instruments,instruments/violin,1,"rests on the left shoulder, held in place by the player's jaw",,,,,,,,,,,
instruments,instruments/violin,2,is played with a horsehair bow drawn across its strings,,,,,,,,,,,
instruments,instruments/violin,3,has the highest pitch among the bowed strings of the orchestra,yes,,,,,,,,,,
instruments,instruments/violin,4,comes in fractional sizes so young children can learn on it,,,,,,,,,,,
instruments,instruments/violin,5,has two f-shaped sound holes cut into its carved top,,,,,,,,,,,
instruments,instruments/violin,6,"has no frets, so every note depends on exact placement",,,,,,,,,,,
instruments,instruments/violin,7,often leads the dance tunes in many folk music traditions,,,,,,,,,,,
instruments,instruments/violin,8,is played by many musicians at once in a symphony orchestra,,,,,,,,,,,
instruments,instruments/violin,9,is a favorite for virtuoso solo concertos with orchestra,,,,,,,,,,,
instruments,instruments/violin,10,has some centuries-old examples valued in the millions,,,,,,,,,,,
instruments,instruments/violin,11,reads its music almost always in the treble clef,,,,,,,,,,,
instruments,instruments/whistle,0,"has six tone holes along a thin, usually metal tube",yes,,,,,,,,,,
instruments,instruments/whistle,1,is common in traditional folk music of the British Isles,,,,,,,,,,,
instruments,instruments/whistle,2,is cheap enough to sell in souvenir and gift shops,,,,,,,,,,,
instruments,instruments/whistle,3,has a mouthpiece block fitted into the top of a slim tube,,,,,,,,,,,
instruments,instruments/whistle,4,"is sold in different lengths, each set to a single key",,,,,,,,,,,
instruments,instruments/whistle,5,is played with quick grace-note ornaments in folk tunes,,,,,,,,,,,
instruments,instruments/whistle,6,reaches sharps and flats by half-covering its holes,,,,,,,,,,,
instruments,instruments/whistle,7,jumps to a second octave when the player blows harder,,,,,,,,,,,
instruments,instruments/whistle,8,is small enough to carry around in a jacket pocket,,,,,,,,,,,
instruments,instruments/whistle,9,also comes in larger low versions with a breathier sound,,,,,,,,,,,
instruments,instruments/whistle,10,"gives a bright, piercing edge to its upper octave",,,,,,,,,,,
instruments,instruments/whistle,11,"has no keys and no back hole, only holes on the front",,,,,,,,,,,
body parts,body parts/ankle,0,sits just above the heel at the bottom of the leg,yes,,,,,,,,,,
body parts,body parts/ankle,1,lets the foot point downward or flex up toward the shin,yes,,,,,,,,,,
body parts,body parts/ankle,2,is a joint that is often sprained when playing sports,,,,,,,,,,,
body parts,body parts/ankle,3,can twist painfully when you step awkwardly off a curb,,,,,,,,,,,
body parts,body parts/ankle,4,has a bony knob sticking out on each side,,,,,,,,,,,
body parts,body parts/ankle,5,swells after a long flight or many hours of standing,,,,,,,,,,,
body parts,body parts/ankle,6,is wrapped in tape or a brace by many basketball players,,,,,,,,,,,
body parts,body parts/ankle,7,bears the full weight of the body with every step,,,,,,,,,,,
body parts,body parts/ankle,8,is often broken in falls and may need metal plates and pins,,,,,,,,,,,
body parts,body parts/ankle,9,can be seen below a pair of cropped trousers,,,,,,,,,,,
body parts,body parts/ankle,10,stiffens and aches with wear and tear in older age,,,,,,,,,,,
body parts,body parts/ankle,11,bends each time a person climbs a flight of stairs,,,,,,,,,,,
body parts,body parts/chin,0,juts forward from the lower jaw just below the mouth,yes,,,,,,,,,,
body parts,body parts/chin,1,sits at the very bottom of the face,yes,,,,,,,,,,
body parts,body parts/chin,2,can be enlarged with an implant for a stronger profile,,,,,,,,,,,
body parts,body parts/chin,3,gets lathered and shaved every morning by many men,,,,,,,,,,,
body parts,body parts/chin,4,is protected by the guard of a full-face helmet,,,,,,,,,,,
body parts,body parts/chin,5,is a common target for a knockout punch in boxing,,,,,,,,,,,
body parts,body parts/chin,6,can have a small dimple that some find attractive,,,,,,,,,,,
body parts,body parts/chin,7,moves up and down when a person chews or talks,,,,,,,,,,,
body parts,body parts/chin,8,can sag into a soft fold with age or weight gain,,,,,,,,,,,
body parts,body parts/chin,9,can be scraped when a toddler falls face first,,,,,,,,,,,
body parts,body parts/chin,10,breaks out in spots during the teenage years,,,,,,,,,,,
body parts,body parts/chin,11,is bony underneath with only a thin layer of flesh,,,,,,,,,,,
body parts,body parts/elbow,0,is the hinge where the arm bends in the middle,yes,,,,,,,,,,
body parts,body parts/elbow,1,joins the upper arm bone to the two forearm bones,yes,,,,,,,,,,
body parts,body parts/elbow,2,can nudge a neighbour discreetly to get their attention,,,,,,,,,,,
body parts,body parts/elbow,3,gets sore from gripping and swinging a racket,,,,,,,,,,,
body parts,body parts/elbow,4,develops a painful swelling from leaning on it for long periods,,,,,,,,,,,
body parts,body parts/elbow,5,wears holes in old clothing that then need patches,,,,,,,,,,,
body parts,body parts/elbow,6,flexes whenever you lift a cup up to your mouth,,,,,,,,,,,
body parts,body parts/elbow,7,bends and straightens repeatedly during weight training,,,,,,,,,,,
body parts,body parts/elbow,8,can slip out of place when a toddler is swung by the arms,,,,,,,,,,,
body parts,body parts/elbow,9,"has loose, wrinkled skin that stretches as the joint bends",,,,,,,,,,,
body parts,body parts/elbow,10,is protected by hard pads when rollerblading,,,,,,,,,,,
body parts,body parts/elbow,11,can break in a fall onto an outstretched arm,,,,,,,,,,,
body parts,body parts/finger,0,is one of four long digits on each hand,yes,,,,,,,,,,
body parts,body parts/finger,1,has a sensitive tip that can read raised dots by touch,yes,,,,,,,,,,
body parts,body parts/finger,2,has a nail at its tip that needs regular trimming,,,,,,,,,,,
body parts,body parts/finger,3,presses the keys when someone types an email,,,,,,,,,,,
body parts,body parts/finger,4,is licked to help turn the pages of a book,,,,,,,,,,,
body parts,body parts/finger,5,gets pricked by a sewing pin or a rose thorn,,,,,,,,,,,
body parts,body parts/finger,6,wrinkles like a prune after a long bath,,,,,,,,,,,
body parts,body parts/finger,7,is made of three small bones in a row,,,,,,,,,,,
body parts,body parts/finger,8,can get caught painfully in a closing car door,,,,,,,,,,,
body parts,body parts/finger,9,can be jammed painfully by a fast basketball pass,,,,,,,,,,,
body parts,body parts/finger,10,can go numb and white in bitter cold,,,,,,,,,,,
body parts,body parts/finger,11,slips into its own sleeve inside a glove,,,,,,,,,,,
body parts,body parts/hip,0,is a deep ball and socket joint at the top of the thigh,yes,,,,,,,,,,
body parts,body parts/hip,1,grows noticeably wider in girls as they go through puberty,yes,,,,,,,,,,
body parts,body parts/hip,2,"can break in a fall, especially in elderly women",,,,,,,,,,,
body parts,body parts/hip,3,is a common perch for carrying a toddler,,,,,,,,,,,
body parts,body parts/hip,4,is measured with a tape to find the right trouser size,,,,,,,,,,,
body parts,body parts/hip,5,bends deeply when someone sits down in a low chair,,,,,,,,,,,
body parts,body parts/hip,6,bumps into table corners when someone passes too close,,,,,,,,,,,
body parts,body parts/hip,7,may need surgery when wear and tear makes walking painful,,,,,,,,,,,
body parts,body parts/hip,8,is sore after lying on one side on a hard floor,,,,,,,,,,,
body parts,body parts/hip,9,tends to store extra fat as people gain weight,,,,,,,,,,,
body parts,body parts/hip,10,works hard with every stride when someone runs uphill,,,,,,,,,,,
body parts,body parts/hip,11,can click or pop in some people when it moves,,,,,,,,,,,
body parts,body parts/kidney,0,filters waste from the blood to make urine,yes,,,,,,,,,,
body parts,body parts/kidney,1,"can be donated by a living person, who keeps the other",yes,,,,,,,,,,
body parts,body parts/kidney,2,"sits deep inside, partly sheltered by the lower ribs",,,,,,,,,,,
body parts,body parts/kidney,3,"is reddish brown with a smooth, shiny outer surface",,,,,,,,,,,
body parts,body parts/kidney,4,can fail slowly over years without obvious symptoms,,,,,,,,,,,
body parts,body parts/kidney,5,is slowly harmed by years of high blood pressure or blood sugar,,,,,,,,,,,
body parts,body parts/kidney,6,is sold by butchers as offal to be grilled or stewed,,,,,,,,,,,
body parts,body parts/kidney,7,is sometimes sold illegally on the black market,,,,,,,,,,,
body parts,body parts/kidney,8,is about the size of a closed fist,,"""is about the size of a closed fist"": the usual textbook comparison; an adult kidney is about 10 to 12 cm long, so it is approximate",,,,,,,,,
body parts,body parts/kidney,9,"lies behind the gut, close to the spine",,,,,,,,,,,
body parts,body parts/kidney,10,is damaged by some painkillers taken in large amounts,,,,,,,,,,,
body parts,body parts/kidney,11,is often checked with an ultrasound scan of the belly,,,,,,,,,,,
body parts,body parts/knee,0,is the joint about halfway down the leg,yes,,,,,,,,,,
body parts,body parts/knee,1,has a small movable bone shielding its front,yes,,,,,,,,,,
body parts,body parts/knee,2,gets carpet burns when a baby crawls across the floor,,,,,,,,,,,
body parts,body parts/knee,3,swells with fluid after a hard fall onto it,,,,,,,,,,,
body parts,body parts/knee,4,gets scraped and bruised when children fall off bikes,,,,,,,,,,,
body parts,body parts/knee,5,has ligaments that footballers often tear,,,,,,,,,,,
body parts,body parts/knee,6,creaks and aches as its cushioning wears away with age,,,,,,,,,,,
body parts,body parts/knee,7,is covered by pads for skateboarding or roller skating,,,,,,,,,,,
body parts,body parts/knee,8,is held straight in a hinged brace while an injury heals,,,,,,,,,,,
body parts,body parts/knee,9,bends deeply when someone squats down to lift a heavy box,,,,,,,,,,,
body parts,body parts/knee,10,may need keyhole surgery after a twisting sports injury,,,,,,,,,,,
body parts,body parts/knee,11,hits the underside of a desk when you sit too close,,,,,,,,,,,
body parts,body parts/lip,0,comes as an upper and a lower one around the mouth,yes,,,,,,,,,,
body parts,body parts/lip,1,"helps form the sounds p, b and m in speech",yes,,,,,,,,,,
body parts,body parts/lip,2,"gets chapped and cracked in cold, dry weather",,,,,,,,,,,
body parts,body parts/lip,3,is bitten nervously when someone feels anxious,,,,,,,,,,,
body parts,body parts/lip,4,can be injected with filler by cosmetic doctors,,,,,,,,,,,
body parts,body parts/lip,5,trembles when someone is about to burst into tears,,,,,,,,,,,
body parts,body parts/lip,6,can blister and peel after too much sun,,,,,,,,,,,
body parts,body parts/lip,7,loses fullness and grows thinner with age,,,,,,,,,,,
body parts,body parts/lip,8,can be split open by a punch to the face,,,,,,,,,,,
body parts,body parts/lip,9,can be pierced and fitted with a small ring,,,,,,,,,,,
body parts,body parts/lip,10,turns blue when someone is very cold or short of oxygen,,,,,,,,,,,
body parts,body parts/lip,11,presses against the rim of a glass when someone drinks,,,,,,,,,,,
body parts,body parts/liver,0,"is the largest internal organ, under the right ribs",yes,,,,,,,,,,
body parts,body parts/liver,1,makes bile that helps the gut digest fats,yes,,,,,,,,,,
body parts,body parts/liver,2,clears many medicines and poisons from the blood,,,,,,,,,,,
body parts,body parts/liver,3,can be transplanted from a living donor,,"""can be transplanted from a living donor"": a living donor gives only a portion of the liver, which regrows in both people",,,,,,,,,
body parts,body parts/liver,4,can harden and scar after years of damage,,,,,,,,,,,
body parts,body parts/liver,5,"is sold by butchers as cheap, iron-rich offal",,,,,,,,,,,
body parts,body parts/liver,6,weighs about one and a half kilograms in an adult,,"""weighs about one and a half kilograms in an adult"": typical adult range is roughly 1.2 to 1.6 kg, so 'about' carries the claim",,,,,,,,,
body parts,body parts/liver,7,has a dark reddish-brown colour and smooth lobes,,,,,,,,,,,
body parts,body parts/liver,8,can build up fat in people who are overweight,,,,,,,,,,,
body parts,body parts/liver,9,is harmed by an overdose of a common painkiller,,,,,,,,,,,
body parts,body parts/liver,10,can bleed heavily after a stab wound to the belly,,,,,,,,,,,
body parts,body parts/liver,11,is an organ that no one can live without,,,,,,,,,,,
body parts,body parts/lung,0,fills with air each time you breathe in,yes,,,,,,,,,,
body parts,body parts/lung,1,swaps oxygen for carbon dioxide in tiny air sacs,yes,,,,,,,,,,
body parts,body parts/lung,2,is one of a pair of soft organs inside the trunk,,,,,,,,,,,
body parts,body parts/lung,3,is one of the organs harmed by years of smoking,,,,,,,,,,,
body parts,body parts/lung,4,can be punctured by a broken rib,,,,,,,,,,,
body parts,body parts/lung,5,can be infected by viruses that spread through coughs,,,,,,,,,,,
